cpu_socket,mb_socket,ram_type,mb_ram_type,cpu_tdp_w,gpu_tdp_w,psu_wattage,gpu_length_mm,case_form_factor,mb_form_factor,compatible
AM4,LGA1200,DDR5,DDR4,148,435,550,186,ATX,Micro-ATX,0
LGA1700,LGA1700,DDR4,DDR4,118,229,650,302,Mini-ITX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,110,145,750,333,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,83,82,1000,236,ATX,ATX,1
AM5,AM5,DDR5,DDR5,133,78,450,346,Micro-ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,81,160,650,301,Micro-ATX,Micro-ATX,1
AM4,LGA1700,DDR5,DDR5,122,141,750,342,Micro-ATX,Micro-ATX,0
LGA1700,LGA1700,DDR4,DDR4,79,346,550,287,Mini-ITX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,116,364,650,313,ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,102,81,550,259,Micro-ATX,Micro-ATX,1
AM4,LGA1700,DDR5,DDR5,150,92,450,335,Micro-ATX,Micro-ATX,0
LGA1700,LGA1700,DDR4,DDR4,69,290,650,209,Micro-ATX,ATX,0
AM4,LGA1700,DDR5,DDR5,128,423,750,183,ATX,Mini-ITX,0
LGA1700,LGA1700,DDR5,DDR5,166,148,1000,221,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,154,426,750,266,Micro-ATX,Micro-ATX,1
LGA1700,LGA1700,DDR5,DDR5,142,338,850,213,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,162,438,450,311,ATX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,83,297,1000,273,Mini-ITX,ATX,0
AM4,LGA1700,DDR5,DDR4,90,296,750,265,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,80,244,450,300,Mini-ITX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,144,357,450,231,Micro-ATX,Micro-ATX,0
AM4,AM4,DDR5,DDR4,68,242,850,351,ATX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,94,128,550,207,ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,69,153,650,304,Micro-ATX,Micro-ATX,1
LGA1700,LGA1700,DDR4,DDR4,68,189,650,239,Micro-ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,100,246,550,250,Mini-ITX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,104,129,450,293,Micro-ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,75,368,1000,349,ATX,ATX,1
LGA1200,LGA1700,DDR4,DDR5,117,312,550,347,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,121,130,850,240,ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,118,196,450,266,ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,114,347,1000,357,ATX,Mini-ITX,1
LGA1700,LGA1700,DDR4,DDR5,141,263,1000,354,Mini-ITX,ATX,0
LGA1200,LGA1700,DDR4,DDR4,112,230,1000,335,Micro-ATX,ATX,0
LGA1700,AM4,DDR4,DDR4,84,149,450,252,Micro-ATX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,118,328,650,227,Micro-ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,133,210,450,333,ATX,Micro-ATX,1
AM5,AM4,DDR4,DDR4,142,89,750,269,Micro-ATX,ATX,0
LGA1200,AM4,DDR4,DDR4,96,377,1000,348,ATX,Micro-ATX,0
AM4,LGA1700,DDR5,DDR5,169,272,450,200,Micro-ATX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,129,102,1000,288,ATX,ATX,1
AM4,AM4,DDR4,DDR4,100,177,850,185,Micro-ATX,ATX,0
AM5,AM5,DDR5,DDR5,85,442,650,241,ATX,ATX,1
AM4,AM4,DDR4,DDR4,95,358,750,358,Micro-ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,117,87,850,192,Mini-ITX,Mini-ITX,1
LGA1200,AM4,DDR4,DDR4,139,377,850,235,ATX,Mini-ITX,0
AM5,AM4,DDR4,DDR4,74,178,750,204,ATX,Mini-ITX,0
LGA1200,LGA1200,DDR5,DDR4,101,111,850,229,Mini-ITX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,69,439,650,333,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR5,DDR4,109,358,550,313,Micro-ATX,ATX,0
AM5,AM5,DDR5,DDR5,70,131,850,243,Micro-ATX,Micro-ATX,1
LGA1700,AM5,DDR5,DDR5,135,438,450,321,Micro-ATX,Mini-ITX,0
LGA1700,LGA1700,DDR5,DDR5,123,138,550,327,ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,102,286,650,309,ATX,ATX,1
AM5,LGA1700,DDR4,DDR4,72,185,550,192,Micro-ATX,Micro-ATX,0
AM4,AM5,DDR5,DDR5,158,172,550,201,Micro-ATX,Micro-ATX,0
LGA1700,LGA1700,DDR4,DDR4,81,345,1000,317,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR5,DDR4,74,411,450,285,Mini-ITX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,136,244,850,254,ATX,ATX,1
LGA1700,LGA1700,DDR5,DDR5,129,100,750,186,ATX,Micro-ATX,1
AM4,AM4,DDR4,DDR4,100,374,1000,339,Mini-ITX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,163,213,1000,276,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,71,324,650,213,ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,90,204,850,276,Mini-ITX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,96,270,450,343,Mini-ITX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,71,276,1000,324,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,138,356,450,271,ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,156,242,850,286,Mini-ITX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,139,156,450,334,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,109,339,850,235,ATX,Mini-ITX,1
AM4,LGA1700,DDR5,DDR5,93,184,550,354,ATX,Mini-ITX,0
LGA1700,LGA1700,DDR5,DDR5,137,89,450,311,Micro-ATX,ATX,0
LGA1200,AM4,DDR4,DDR4,144,154,650,223,Micro-ATX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,123,236,550,287,Micro-ATX,Mini-ITX,1
LGA1700,LGA1700,DDR5,DDR5,65,142,850,243,ATX,ATX,1
AM5,AM4,DDR4,DDR4,129,419,1000,185,Mini-ITX,ATX,0
AM4,AM4,DDR4,DDR4,107,224,1000,239,ATX,ATX,1
AM4,AM4,DDR4,DDR4,152,292,450,247,ATX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,79,153,1000,329,Micro-ATX,Micro-ATX,0
LGA1700,LGA1700,DDR4,DDR4,82,268,850,350,ATX,ATX,1
LGA1700,LGA1700,DDR5,DDR5,72,108,550,184,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,145,234,550,323,Mini-ITX,Micro-ATX,0
AM4,LGA1700,DDR4,DDR4,164,94,550,265,ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,134,385,650,191,Micro-ATX,Micro-ATX,1
LGA1700,LGA1700,DDR4,DDR4,99,362,550,335,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,128,244,850,354,Mini-ITX,ATX,0
AM4,AM4,DDR4,DDR4,76,92,550,317,ATX,Mini-ITX,1
AM5,AM4,DDR4,DDR4,154,297,650,316,Mini-ITX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR4,92,223,550,270,ATX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR4,114,409,650,325,ATX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,121,424,750,302,Mini-ITX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,108,205,450,250,ATX,Mini-ITX,1
LGA1700,LGA1700,DDR5,DDR5,162,111,550,315,Mini-ITX,Mini-ITX,0
AM4,LGA1200,DDR4,DDR4,141,95,850,332,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,140,250,550,345,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,108,238,850,316,Micro-ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,81,201,650,330,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,144,294,650,298,Micro-ATX,Mini-ITX,1
AM4,LGA1700,DDR5,DDR5,130,84,750,319,ATX,ATX,0
AM5,AM5,DDR5,DDR5,136,199,450,251,Micro-ATX,ATX,0
AM4,LGA1200,DDR4,DDR4,151,435,750,233,Micro-ATX,Mini-ITX,0
AM5,AM4,DDR4,DDR4,140,174,650,239,ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,161,429,650,270,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,154,218,1000,319,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,107,147,450,353,Mini-ITX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,132,154,850,327,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,117,385,850,229,Mini-ITX,ATX,0
LGA1700,LGA1200,DDR4,DDR4,146,315,1000,263,Mini-ITX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,77,193,1000,244,ATX,ATX,1
AM4,AM4,DDR4,DDR4,101,136,650,281,Mini-ITX,Micro-ATX,0
LGA1200,LGA1700,DDR4,DDR4,70,413,1000,329,ATX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR5,120,81,450,352,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,147,377,750,236,Micro-ATX,ATX,0
AM5,AM5,DDR5,DDR5,79,272,1000,247,ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,83,281,750,223,Micro-ATX,ATX,0
LGA1700,AM5,DDR5,DDR5,94,447,450,222,ATX,ATX,0
AM5,AM5,DDR5,DDR5,129,329,450,314,ATX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR5,141,112,650,297,ATX,Mini-ITX,1
AM5,AM5,DDR4,DDR5,114,385,650,278,ATX,Micro-ATX,0
AM5,LGA1700,DDR4,DDR5,104,84,550,330,Micro-ATX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,156,200,550,209,ATX,Micro-ATX,1
AM4,AM5,DDR5,DDR5,133,398,450,327,ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,163,428,750,351,Micro-ATX,Micro-ATX,0
LGA1200,LGA1200,DDR5,DDR4,116,86,450,205,Micro-ATX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,89,188,1000,345,Mini-ITX,Micro-ATX,0
AM5,AM4,DDR4,DDR4,93,187,550,247,Mini-ITX,Micro-ATX,0
LGA1200,AM5,DDR5,DDR5,101,160,750,347,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,109,97,550,300,ATX,Mini-ITX,1
AM4,AM4,DDR5,DDR4,131,337,750,213,Micro-ATX,ATX,0
AM5,AM5,DDR4,DDR5,85,342,850,328,Mini-ITX,Mini-ITX,0
LGA1700,AM5,DDR4,DDR5,100,348,1000,323,ATX,Micro-ATX,0
AM4,LGA1200,DDR4,DDR4,89,380,650,314,ATX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,162,276,450,317,ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,124,167,550,268,Micro-ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,158,221,650,234,Micro-ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,97,293,550,270,ATX,Micro-ATX,1
LGA1200,LGA1200,DDR4,DDR4,133,375,750,333,ATX,ATX,1
AM4,AM4,DDR4,DDR4,126,210,550,313,Mini-ITX,ATX,0
AM5,AM5,DDR4,DDR5,105,97,1000,222,Mini-ITX,Micro-ATX,0
LGA1200,LGA1200,DDR5,DDR4,68,428,650,348,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,123,341,450,264,Micro-ATX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,89,375,1000,193,ATX,ATX,1
AM4,AM4,DDR5,DDR4,88,199,750,274,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,161,377,550,243,Mini-ITX,Micro-ATX,0
AM5,AM4,DDR4,DDR4,79,134,650,273,Mini-ITX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,68,200,750,228,Micro-ATX,Micro-ATX,1
LGA1200,LGA1200,DDR4,DDR4,84,109,750,358,ATX,ATX,1
LGA1200,LGA1200,DDR5,DDR4,102,252,850,211,ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,164,159,450,310,Micro-ATX,Mini-ITX,1
AM4,AM4,DDR5,DDR4,156,265,850,274,Mini-ITX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR5,161,295,550,184,ATX,Micro-ATX,1
LGA1200,LGA1200,DDR4,DDR4,70,390,850,358,ATX,ATX,1
AM5,LGA1200,DDR4,DDR4,88,357,750,243,Micro-ATX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR5,114,118,850,198,ATX,Micro-ATX,1
AM4,AM4,DDR4,DDR4,101,164,850,308,Micro-ATX,Micro-ATX,1
LGA1200,LGA1200,DDR5,DDR4,72,247,850,220,Mini-ITX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,154,207,750,302,Mini-ITX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,169,244,750,289,ATX,ATX,1
AM4,AM4,DDR4,DDR4,148,143,1000,209,ATX,ATX,1
AM4,AM4,DDR4,DDR4,156,241,450,265,Micro-ATX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,76,421,850,231,Mini-ITX,Mini-ITX,1
LGA1700,AM4,DDR5,DDR4,142,96,650,224,ATX,Mini-ITX,0
LGA1200,AM4,DDR4,DDR4,88,279,650,216,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR5,DDR5,133,271,650,290,ATX,ATX,1
LGA1200,LGA1200,DDR4,DDR4,144,167,850,217,Micro-ATX,Micro-ATX,1
LGA1200,LGA1200,DDR4,DDR4,140,216,750,248,ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,93,427,650,298,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,143,331,750,218,ATX,Micro-ATX,1
AM4,AM4,DDR4,DDR4,153,228,750,280,ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,68,81,450,257,ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,80,225,550,275,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,81,190,550,264,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,76,340,450,214,ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,122,445,850,195,Micro-ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,86,121,650,258,Mini-ITX,ATX,0
AM4,AM5,DDR5,DDR5,104,187,1000,286,ATX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,156,130,750,276,ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,112,170,1000,337,ATX,ATX,1
LGA1700,LGA1700,DDR4,DDR4,77,327,750,190,ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,136,203,850,272,Micro-ATX,Micro-ATX,1
AM4,AM4,DDR5,DDR4,135,370,650,312,ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,81,444,1000,220,ATX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,82,122,550,276,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,84,130,650,344,Mini-ITX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,100,196,550,302,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,75,117,550,346,Micro-ATX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,169,143,550,264,ATX,Micro-ATX,1
AM5,AM4,DDR4,DDR4,107,382,550,297,Mini-ITX,Mini-ITX,0
AM4,LGA1700,DDR4,DDR4,129,353,450,309,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,166,280,1000,208,ATX,Micro-ATX,1
LGA1700,LGA1200,DDR4,DDR4,160,280,1000,281,ATX,Micro-ATX,0
LGA1200,LGA1200,DDR5,DDR4,144,111,750,329,Micro-ATX,Micro-ATX,0
AM5,AM4,DDR4,DDR4,106,365,750,286,Micro-ATX,ATX,0
AM5,AM4,DDR4,DDR4,98,408,650,317,Micro-ATX,Mini-ITX,0
LGA1700,AM5,DDR4,DDR5,74,293,550,258,ATX,Micro-ATX,0
AM5,LGA1700,DDR4,DDR4,83,192,650,205,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,155,250,850,248,ATX,Micro-ATX,1
AM5,AM5,DDR4,DDR5,139,344,750,344,ATX,ATX,0
AM4,AM4,DDR4,DDR4,89,421,850,317,Micro-ATX,Micro-ATX,1
AM5,LGA1700,DDR4,DDR4,113,330,1000,322,ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,67,368,750,290,Mini-ITX,Micro-ATX,0
AM5,AM5,DDR5,DDR5,129,264,550,221,Micro-ATX,Mini-ITX,1
AM5,AM5,DDR4,DDR5,104,101,650,344,Micro-ATX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,112,274,1000,192,Mini-ITX,Micro-ATX,0
LGA1700,AM4,DDR4,DDR4,160,77,750,195,Micro-ATX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,91,322,550,320,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,143,280,850,345,Micro-ATX,Mini-ITX,0
AM4,LGA1200,DDR4,DDR4,113,413,450,227,ATX,ATX,0
AM5,AM5,DDR5,DDR5,163,432,550,215,ATX,Mini-ITX,0
LGA1700,LGA1700,DDR5,DDR5,125,199,850,296,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,163,215,850,287,Micro-ATX,ATX,0
AM5,AM5,DDR5,DDR5,145,327,850,228,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,148,245,450,214,Mini-ITX,ATX,0
AM5,AM5,DDR5,DDR5,121,349,1000,202,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,93,345,750,316,Micro-ATX,Mini-ITX,1
LGA1700,AM4,DDR4,DDR4,66,188,750,211,Micro-ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,68,350,450,308,ATX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,84,187,650,325,ATX,Micro-ATX,1
AM4,AM4,DDR4,DDR4,154,96,850,344,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,70,343,450,288,ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,75,375,750,233,Mini-ITX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR5,100,90,450,336,Mini-ITX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR4,92,380,650,328,ATX,ATX,0
AM4,AM4,DDR4,DDR4,80,399,450,205,Micro-ATX,ATX,0
AM5,AM5,DDR5,DDR5,85,257,850,218,Micro-ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,124,132,750,347,Micro-ATX,Mini-ITX,0
AM5,LGA1200,DDR4,DDR4,120,423,1000,255,ATX,ATX,0
AM4,AM4,DDR4,DDR4,71,310,650,211,Mini-ITX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,154,355,550,243,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,94,277,850,186,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,149,249,550,233,Micro-ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,78,269,650,197,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,90,208,850,237,Micro-ATX,Mini-ITX,1
LGA1200,LGA1700,DDR5,DDR5,96,405,750,233,Micro-ATX,ATX,0
LGA1200,AM5,DDR4,DDR5,118,282,650,228,Mini-ITX,Micro-ATX,0
LGA1700,AM4,DDR4,DDR4,150,190,550,281,ATX,ATX,0
AM4,AM4,DDR4,DDR4,73,80,650,331,Micro-ATX,ATX,0
AM4,AM4,DDR4,DDR4,164,196,450,348,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,139,283,850,212,Micro-ATX,Micro-ATX,1
LGA1700,LGA1700,DDR5,DDR5,76,252,450,186,ATX,ATX,1
AM4,AM4,DDR4,DDR4,68,310,450,255,ATX,ATX,0
AM4,AM4,DDR4,DDR4,110,348,750,278,Micro-ATX,ATX,0
AM5,AM5,DDR5,DDR5,144,398,650,203,ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,156,449,450,309,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,71,195,450,200,Mini-ITX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,110,184,650,191,ATX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,75,197,450,355,Micro-ATX,Mini-ITX,0
LGA1700,LGA1700,DDR5,DDR5,107,109,1000,339,Micro-ATX,Micro-ATX,0
AM4,AM5,DDR5,DDR5,93,104,550,261,Micro-ATX,ATX,0
AM5,AM5,DDR5,DDR5,95,413,750,213,Micro-ATX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,138,263,650,300,Mini-ITX,Mini-ITX,0
AM4,LGA1700,DDR4,DDR4,106,272,450,341,ATX,ATX,0
AM5,AM5,DDR5,DDR5,124,285,1000,266,Micro-ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,135,178,750,335,Micro-ATX,ATX,0
AM5,AM5,DDR5,DDR5,99,317,650,204,Micro-ATX,Micro-ATX,1
AM4,AM4,DDR5,DDR4,66,136,650,271,Mini-ITX,Micro-ATX,0
LGA1700,AM4,DDR4,DDR4,96,432,450,231,ATX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,161,285,850,353,Micro-ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,157,126,650,305,ATX,Mini-ITX,1
LGA1700,AM4,DDR5,DDR4,72,348,450,193,Mini-ITX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR5,152,261,1000,188,Mini-ITX,Mini-ITX,1
LGA1200,LGA1200,DDR4,DDR4,156,264,850,198,Mini-ITX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,79,252,550,291,ATX,Micro-ATX,1
LGA1700,LGA1700,DDR4,DDR4,155,262,650,229,Micro-ATX,ATX,0
AM5,AM5,DDR5,DDR5,136,107,1000,338,Mini-ITX,Mini-ITX,0
AM5,AM5,DDR5,DDR5,151,413,1000,260,ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,111,195,650,181,Micro-ATX,Micro-ATX,1
AM5,AM5,DDR5,DDR5,92,405,650,198,Mini-ITX,ATX,0
AM5,AM5,DDR4,DDR5,99,426,850,186,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,131,368,550,348,ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,114,371,650,181,Micro-ATX,ATX,0
LGA1700,LGA1200,DDR4,DDR4,105,187,650,235,Mini-ITX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,111,250,650,247,Micro-ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,95,286,550,259,Micro-ATX,Mini-ITX,1
AM4,AM4,DDR4,DDR4,153,149,850,219,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,117,447,450,352,Mini-ITX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR5,150,355,850,241,Micro-ATX,Micro-ATX,1
LGA1200,LGA1200,DDR4,DDR4,105,75,750,296,Mini-ITX,Mini-ITX,0
AM4,AM4,DDR5,DDR4,129,330,650,230,Micro-ATX,Mini-ITX,0
LGA1700,LGA1700,DDR5,DDR4,158,358,1000,289,Mini-ITX,ATX,0
AM4,LGA1700,DDR5,DDR5,153,116,750,248,Mini-ITX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,110,216,1000,354,Micro-ATX,Micro-ATX,0
AM4,AM4,DDR4,DDR4,65,136,750,306,ATX,Mini-ITX,1
LGA1700,LGA1700,DDR4,DDR4,89,188,650,339,Mini-ITX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR5,133,251,650,266,Mini-ITX,Mini-ITX,0
AM4,AM4,DDR5,DDR4,123,180,650,206,Micro-ATX,ATX,0
AM5,LGA1200,DDR4,DDR4,118,308,650,272,Micro-ATX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR5,98,379,850,334,ATX,Micro-ATX,0
LGA1700,LGA1700,DDR5,DDR5,79,162,550,340,Micro-ATX,ATX,0
AM5,AM5,DDR4,DDR5,91,348,850,207,ATX,ATX,0
LGA1200,LGA1700,DDR4,DDR4,106,418,1000,324,Mini-ITX,Micro-ATX,0
AM4,AM5,DDR5,DDR5,111,376,450,239,ATX,Mini-ITX,0
AM5,AM5,DDR4,DDR5,124,401,850,338,ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,111,76,750,357,ATX,Micro-ATX,1
LGA1200,LGA1200,DDR4,DDR4,90,167,750,215,ATX,ATX,1
AM5,AM5,DDR5,DDR5,133,80,1000,344,Micro-ATX,Micro-ATX,0
LGA1700,LGA1700,DDR4,DDR4,81,181,1000,271,Micro-ATX,ATX,0
AM5,AM5,DDR4,DDR5,135,202,750,319,Mini-ITX,ATX,0
LGA1700,LGA1700,DDR4,DDR4,84,357,1000,273,Micro-ATX,Mini-ITX,1
AM5,AM5,DDR5,DDR5,124,383,450,218,ATX,Mini-ITX,0
LGA1700,LGA1700,DDR5,DDR5,76,380,750,211,Micro-ATX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,93,167,650,334,Mini-ITX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,87,360,550,337,ATX,Micro-ATX,1
AM4,AM4,DDR5,DDR4,71,157,550,344,Mini-ITX,Micro-ATX,0
LGA1200,LGA1200,DDR4,DDR4,91,232,650,218,Micro-ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,104,391,750,313,ATX,ATX,1
AM5,LGA1200,DDR4,DDR4,157,421,750,233,ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,82,347,650,196,ATX,Mini-ITX,1
AM4,AM4,DDR5,DDR4,129,206,650,303,ATX,ATX,0
LGA1700,LGA1700,DDR5,DDR5,169,233,550,233,Micro-ATX,ATX,0
AM5,AM5,DDR4,DDR5,74,166,650,283,Mini-ITX,Mini-ITX,0
LGA1700,LGA1700,DDR4,DDR4,90,326,850,259,Mini-ITX,Mini-ITX,0
LGA1700,LGA1200,DDR5,DDR4,144,408,1000,341,Mini-ITX,Micro-ATX,0
LGA1700,LGA1200,DDR4,DDR4,163,137,750,281,Micro-ATX,Mini-ITX,0
LGA1200,LGA1200,DDR5,DDR4,148,395,1000,289,ATX,Micro-ATX,0
LGA1700,LGA1700,DDR4,DDR5,125,322,750,342,ATX,Mini-ITX,0
LGA1200,LGA1200,DDR4,DDR4,165,373,850,259,Micro-ATX,ATX,0
AM5,AM4,DDR4,DDR4,66,108,450,309,ATX,ATX,0
LGA1200,LGA1200,DDR4,DDR4,157,396,450,313,Micro-ATX,Mini-ITX,0
AM5,LGA1700,DDR4,DDR4,115,173,550,230,ATX,Mini-ITX,0
AM4,AM4,DDR4,DDR4,107,108,550,224,Mini-ITX,ATX,0
